date,Sun-Earth (AU),Sun-Cassini (AU),Earth-Cassini (AU),Impact parameter (AU),Impact parameter (Rsun),LE (AU),LC (AU),LE/rE,LC/rC,LE/rE + LC/rC,Shapiro (s),Shapiro (us),Shapiro JG (s),Shapiro JG (us),y,y x1e13,yJG,yJG x1e13,Shapiro approx (s),Difference (ns)
A.D. 2002-Jun-08 12:14:00.0000,1.0150346787531093,7.378037910153203,8.373248961851733,0.1873719392870746,40.29099201707063,0.9975906752968516,7.375658286554879,0.9828143768667232,0.9996774720288372,-0.017508151104439706,6.639811000450215e-05,66.39811000450216,7.616285566133425e-05,76.16285566133425,1.7491257254887942e-11,174.9125725488794,1.764400797876406e-11,176.4400797876406,6.648471214984528e-05,-86.60214534312097
A.D. 2002-Jun-08 12:15:00.0000,1.0150347661744832,7.378040254253622,8.373253496993241,0.18736208417226002,40.288872850487664,0.9975926152280372,7.375660881765205,0.9828162034171668,0.9996775061660791,-0.017506290416754,6.639915950780514e-05,66.39915950780514,7.616391432943758e-05,76.16391432943759,1.7492186248550175e-11,174.92186248550175,1.764492886982206e-11,176.44928869822058,6.648575241034907e-05,-86.59290254392732
A.D. 2002-Jun-08 12:16:00.0000,1.0150348535932212,7.378042598352307,8.373258032019448,0.18735222904069654,40.28675368030316,0.9975945550585641,7.375663476960886,0.9828180298706803,0.9996775403015493,-0.01750442982777045,6.640020906685198e-05,66.40020906685199,7.616497305279863e-05,76.16497305279863,1.749311535582776e-11,174.93115355827763,1.764584987449541e-11,176.4584987449541,6.648679272709438e-05,-86.58366024239602
A.D. 2002-Jun-08 12:17:00.0000,1.0150349410093227,7.378044942449259,8.373262566930356,0.1873423738923852,40.284634506517314,0.9975964947884315,7.375666072141923,0.9828198562272635,0.9996775744352479,-0.017502569337488616,6.640125868164784e-05,66.40125868164785,7.616603183142252e-05,76.16603183142253,1.7494044535837246e-11,174.94044535837244,1.7646770951900658e-11,176.46770951900658,6.648783310008707e-05,-86.57441843923179
A.D. 2002-Jun-08 12:18:00.0000,1.0150350284227876,7.378047286544477,8.373267101725952,0.18733251872732723,40.28251532913041,0.9975984344176392,7.375668667308314,0.9828216824869165,0.9996776085671746,-0.017500708945908716,6.640230835219628e-05,66.40230835219629,7.616709066531285e-05,76.16709066531286,1.749497382946208e-11,174.9497382946208,1.764769214292126e-11,176.47692142921258,6.648887352933307e-05,-86.5651771367928
A.D. 2002-Jun-08 12:19:00.0000,1.0150351158336162,7.378049630637963,8.373271636406248,0.18732266354552374,40.28039614814268,0.9976003739461875,7.375671262460061,0.9828235086496391,0.9996776426973295,-0.017498848653031418,6.640335807850738e-05,66.40335807850738,7.616814955447967e-05,76.16814955447967,1.7495903229813067e-11,174.95903229813067,1.7648613440668008e-11,176.48613440668007,6.648991401483827e-05,-86.55593633089129
A.D. 2002-Jun-08 12:20:00.0000,1.0150352032418077,7.378051974729713,8.373276170971236,0.18731280834697564,40.27827696355432,0.9976023133740755,7.375673857597161,0.9828253347154312,0.9996776768257126,-0.017496988458856055,6.640440786058386e-05,66.40440786058386,7.616920849892573e-05,76.16920849892574,1.7496832723337678e-11,174.96832723337678,1.7649534831588384e-11,176.49534831588383,6.649095455660857e-05,-86.5466960247121
A.D. 2002-Jun-08 12:21:00.0000,1.015035290647363,7.378054318819729,8.37328070542092,0.1873029531316841,40.27615777536558,0.9976042527013038,7.375676452719615,0.982827160684293,0.9996777109523239,-0.017495128363383294,6.640545769843418e-05,66.40545769843418,7.617026749865946e-05,76.17026749865947,1.7497762310148852e-11,174.97762310148852,1.7650456315682385e-11,176.50456315682385,6.649199515464986e-05,-86.53745621568028
A.D. 2002-Jun-08 12:22:00.0000,1.0150353780502814,7.378056662908015,8.373285239755297,0.18729309789965026,40.27403858357671,0.9976061919278718,7.375679047827427,0.982828986556224,0.9996777450771637,-0.01749326836661247,6.640650759206108e-05,66.40650759206108,7.617132655368362e-05,76.17132655368361,1.7498691990133647e-11,174.98691990133648,1.7651377893175882e-11,176.51377893175882,6.649303580896806e-05,-86.52821690698066
A.D. 2002-Jun-08 12:23:00.0000,1.0150354654505631,7.3780590069945635,8.373289773974369,0.18728324265087518,40.27191938818794,0.9976081310537794,7.375681642920591,0.9828308123312244,0.9996777792002315,-0.017491408468544245,6.6407557541473e-05,66.407557541473,7.617238566400665e-05,76.17238566400664,1.7499621777070472e-11,174.99621777070473,1.765229957750847e-11,176.5229957750847,6.649407651956905e-05,-86.5189780960518
A.D. 2002-Jun-08 12:24:00.0000,1.0150355528482076,7.3780613510793795,8.373294308078135,0.18727338738535992,40.269800189199486,0.997610070079026,7.375684237999108,0.982832638009294,0.9996778133215274,-0.0174895486691784,6.640860754667432e-05,66.40860754667432,7.617344482963292e-05,76.17344482963291,1.7500551650517593e-11,175.00551650517593,1.765322134812548e-11,176.53221348125481,6.649511728645875e-05,-86.50973978442515
A.D. 2002-Jun-08 12:25:00.0000,1.0150356402432155,7.378063695162464,8.373298842066594,0.1872635321031056,40.267680986611595,0.9976120090036124,7.375686833062983,0.9828344635904329,0.9996778474410516,-0.01748768896851538,6.640965760767106e-05,66.40965760767105,7.617450405056842e-05,76.17450405056842,1.750148165090672e-11,175.0148165090672,1.765414324591037e-11,176.5414324591037,6.649615810964309e-05,-86.50050197203294
A.D. 2002-Jun-08 12:26:00.0000,1.0150357276355861,7.378066039243813,8.373303375939749,0.1872536768041133,40.265561780424505,0.9976139478275373,7.375689428112211,0.9828362890746408,0.999677881558804,-0.017485829366555183,6.641070772447243e-05,66.41070772447243,7.617556332682243e-05,76.17556332682243,1.7502411744808284e-11,175.02411744808285,1.76550652372077e-11,176.550652372077,6.649719898912792e-05,-86.49126465548704
A.D. 2002-Jun-08 12:27:00.0000,1.01503581502532,7.378068383323429,8.373307909697594,0.1872438214883841,40.26344257063844,0.9976158865508016,7.375692023146792,0.9828381144619178,0.9996779156747845,-0.017483969863297588,6.641175789708043e-05,66.41175789708043,7.617662265839689e-05,76.17662265839688,1.7503341904891356e-11,175.03341904891357,1.76559872945736e-11,176.55987294573598,6.649823992491919e-05,-86.48202783875834
A.D. 2002-Jun-08 12:28:00.0000,1.0150359024124165,7.37807072740131,8.373312443340131,0.18723396615591917,40.26132335725366,0.9976178251734041,7.375694618166727,0.9828399397522638,0.9996779497889932,-0.01748211045874304,6.641280812550102e-05,66.41280812550102,7.617768204529778e-05,76.17768204529777,1.7504272185366043e-11,175.04272185366042,1.765690947244405e-11,176.5690947244405,6.649928091702279e-05,-86.47279152176554
A.D. 2002-Jun-08 12:29:00.0000,1.0150359897968761,7.37807307147746,8.373316976867365,0.18722411080671938,40.25920414027034,0.9976197636953458,7.3756972131720175,0.9828417649456788,0.9996779839014299,-0.017480251152891313,6.641385840974268e-05,66.41385840974267,7.617874148753358e-05,76.17874148753359,1.7505202545687705e-11,175.05202545687706,1.7657831730048537e-11,176.57831730048537,6.650032196544464e-05,-86.46355570196074
A.D. 2002-Jun-08 12:30:00.0000,1.0150360771786988,7.378075415551875,8.373321510279286,0.18721425544078615,40.25708491968879,0.9976217021166257,7.375699808162661,0.9828435900421624,0.9996780180120949,-0.017478391945742633,6.64149087498065e-05,66.4149087498065,7.617980098510538e-05,76.17980098510539,1.7506133026513917e-11,175.06133026513916,1.765875410815758e-11,176.58754108157578,6.650136307019063e-05,-86.454320384128
A.D. 2002-Jun-08 12:31:00.0000,1.0150361645578836,7.378077759624555,8.373326043575902,0.18720440005812014,40.25496569550916,0.9976236404372434,7.375702403138658,0.9828454150417147,0.999678052120988,-0.01747653283729722,6.641595914570586e-05,66.41595914570586,7.618086053802656e-05,76.18086053802656,1.750706361429216e-11,175.0706361429216,1.7659676593331584e-11,176.59676593331585,6.65024042312667e-05,-86.44508556084052
A.D. 2002-Jun-08 12:32:00.0000,1.0150362519344311,7.378080103695503,8.373330576757208,0.18719454465872296,40.25284646773179,0.9976255786571991,7.375704998100009,0.9828472399443358,0.999678086228109,-0.017474673827555076,6.641700959744022e-05,66.41700959744021,7.618192014629658e-05,76.18192014629658,1.7507994268364844e-11,175.07994268364845,1.7660599144687095e-11,176.60599144687095,6.650344544867874e-05,-86.4358512385222
A.D. 2002-Jun-08 12:33:00.0000,1.0150363393083415,7.378082447764718,8.373335109823207,0.18718468924259543,40.250727236356866,0.9976275167764929,7.375707593046715,0.9828490647500254,0.9996781203334585,-0.0174728149165162,6.641806010501806e-05,66.41806010501806,7.618297980992392e-05,76.18297980992392,1.750892504971835e-11,175.08925049718349,1.7661521823210488e-11,176.61521823210487,6.650448672243265e-05,-86.42661741458454
A.D. 2002-Jun-08 12:34:00.0000,1.015036426679614,7.378084791832199,8.373339642773898,0.18717483380973848,40.24860800138457,0.9976294547951238,7.3757101879787745,0.9828508894587834,0.9996781544370358,-0.017470956104180813,6.641911066844618e-05,66.41911066844618,7.618403952891537e-05,76.18403952891536,1.750985591758215e-11,175.09855917582152,1.766244458835712e-11,176.62444588357118,6.650552805253437e-05,-86.41738408818723
A.D. 2002-Jun-08 12:35:00.0000,1.015036514048249,7.378087135897943,8.373344175609276,0.1871649783601535,40.246488762815204,0.9976313927130923,7.3757127828961835,0.98285271407061,0.9996781885388413,-0.017469097390548693,6.642016128772817e-05,66.42016128772818,7.618509930327452e-05,76.18509930327453,1.7510786872408003e-11,175.10786872408002,1.7663367440578733e-11,176.63367440578733,6.650656943898981e-05,-86.40815126163425
A.D. 2002-Jun-08 12:36:00.0000,1.0150366014142467,7.378089479961958,8.373348708329349,0.1871551228938412,40.24436952064894,0.9976333305303985,7.37571537779895,0.9828545385855049,0.9996782226388747,-0.017467238775620064,6.642121196287087e-05,66.42121196287087,7.618615913300824e-05,76.18615913300823,1.7511717947738408e-11,175.11717947738407,1.7664290413191966e-11,176.64290413191966,6.65076108818049e-05,-86.39891893403109
A.D. 2002-Jun-08 12:37:00.0000,1.0150366887776066,7.378091824024238,8.37335324093411,0.18714526741080326,40.24225027488611,0.9976352682470416,7.3757179726870685,0.9828563630034682,0.9996782567371364,-0.01746538025939559,6.64222626938819e-05,66.4222626938819,7.61872190181241e-05,76.18721901812411,1.7512649116242438e-11,175.12649116242437,1.7665213478978822e-11,176.65213478978822,6.650865238098549e-05,-86.38968710358884
A.D. 2002-Jun-08 12:38:00.0000,1.0150367761383288,7.378094168084783,8.373357773423562,0.18713541191104022,40.24013102552686,0.9976372058630217,7.37572056756054,0.9828581873244996,0.999678290833626,-0.017463521841874385,6.642331348076482e-05,66.42331348076482,7.618827895862571e-05,76.18827895862572,1.751358036493225e-11,175.13580364932253,1.7666136624838526e-11,176.66136624838526,6.650969393653758e-05,-86.38045577276051
A.D. 2002-Jun-08 12:39:00.0000,1.015036863496413,7.378096512143595,8.373362305797702,0.1871255563945533,40.238011772571426,0.9976391433783384,7.375723162419365,0.9828600115485991,0.9996783249283437,-0.017461663523057114,6.642436432352569e-05,66.4243643235257,7.618933895451909e-05,76.18933895451909,1.7514511727576233e-11,175.14511727576235,1.7667059884652395e-11,176.67059884652394,6.651073554846705e-05,-86.37122494135636
A.D. 2002-Jun-08 12:40:00.0000,1.01503695085186,7.378098856200675,8.373366838056535,0.18711570086134385,40.235892516020115,0.9976410807929921,7.375725757263544,0.9828618356757667,0.9996783590212895,-0.017459805302943998,6.642541522217213e-05,66.42541522217213,7.619039900581187e-05,76.19039900581187,1.7515443197172242e-11,175.15443197172243,1.7667983251644166e-11,176.67983251644165,6.651177721677981e-05,-86.36199460768232
A.D. 2002-Jun-08 12:41:00.0000,1.0150370382046685,7.378101200256021,8.373371370200056,0.1871058453114127,40.233773255873096,0.9976430181069816,7.375728352093075,0.9828636597060022,0.9996783931124632,-0.017457947181534372,6.642646617670935e-05,66.42646617670935,7.619145911250928e-05,76.19145911250928,1.7516374760280686e-11,175.16374760280686,1.766890671203544e-11,176.6890671203544,6.65128189414818e-05,-86.35276477244312
A.D. 2002-Jun-08 12:42:00.0000,1.015037125554839,7.378103544309632,8.373375902228265,0.187095989744761,40.231653992130624,0.9976449553203075,7.37573094690796,0.9828654836393058,0.9996784272018652,-0.017456089158829347,6.642751718714336e-05,66.42751718714337,7.619251927461732e-05,76.19251927461731,1.7517306417014508e-11,175.17306417014507,1.766983026593915e-11,176.6983026593915,6.651386072257892e-05,-86.34353543555744
A.D. 2002-Jun-08 12:43:00.0000,1.0150372129023717,7.37810588836151,8.373380434141165,0.18708613416138983,40.22953472479294,0.9976468924329694,7.375733541708197,0.9828673074756769,0.999678461289495,-0.017454231234828033,6.64285682534794e-05,66.4285682534794,7.61935794921412e-05,76.1935794921412,1.7518238167373705e-11,175.18238167373704,1.7670753913468233e-11,176.70753913468232,6.651490256007713e-05,-86.33430659773003
A.D. 2002-Jun-08 12:44:00.0000,1.015037300247266,7.378108232411656,8.373384965938754,0.18707627856130027,40.22741545386025,0.997648829444967,7.375736136493788,0.982869131215116,0.9996784953753527,-0.01745237340953132,6.642961937572345e-05,66.42961937572345,7.619463976508693e-05,76.19463976508693,1.7519170038237452e-11,175.1917003823745,1.767167768150187e-11,176.7167768150187,6.651594445398232e-05,-86.32507825886601
A.D. 2002-Jun-08 12:45:00.0000,1.0150373875895224,7.378110576460065,8.37338949762103,0.18706642294449344,40.225296179332815,0.9976507663563009,7.375738731264728,0.9828709548576228,0.9996785294594385,-0.017450515682938317,6.643067055388398e-05,66.43067055388399,7.619570009346298e-05,76.19570009346297,1.752010198917405e-11,175.2010198917405,1.7672601529721295e-11,176.72601529721297,6.651698640430042e-05,-86.31585041643108
A.D. 2002-Jun-08 12:46:00.0000,1.0150374749291404,7.378112920506743,8.373394029187994,0.18705656731097053,40.22317690121089,0.9976527031669696,7.375741326021024,0.982872778403197,0.9996785635417524,-0.017448658055050803,6.643172178796215e-05,66.43172178796215,7.61967604772705e-05,76.1967604772705,1.7521034027185634e-11,175.21034027185632,1.767352546490277e-11,176.7352546490277,6.651802841103733e-05,-86.30662307518213
A.D. 2002-Jun-08 12:47:00.0000,1.0150375622661203,7.3781152645516865,8.373398560639647,0.18704671166073245,40.22105761949466,0.9976546398769741,7.375743920762671,0.9828746018518388,0.999678597622294,-0.017446800525867,6.643277307796725e-05,66.43277307796724,7.619782091651877e-05,76.19782091651876,1.752196618581471e-11,175.2196618581471,1.7674449520701735e-11,176.74449520701734,6.651907047419905e-05,-86.29739623179883
A.D. 2002-Jun-08 12:48:00.0000,1.0150376496004616,7.378117608594896,8.373403091975984,0.18703685599378053,40.218938334184415,0.9976565764863135,7.375746515489671,0.9828764252035482,0.9996786317010639,-0.01744494309538802,6.643382442390445e-05,66.43382442390445,7.619888141121298e-05,76.19888141121298,1.75228984312929e-11,175.228984312929,1.767537366346275e-11,176.7537366346275,6.652011259379141e-05,-86.28816988695878
A.D. 2002-Jun-08 12:49:00.0000,1.015037736932165,7.378119952636372,8.373407623197012,0.1870270003101155,40.21681904528032,0.9976585129949883,7.375749110202024,0.9828782484583248,0.9996786657780616,-0.017443085763613198,6.6434875825779e-05,66.434875825779,7.619994196135838e-05,76.19994196135838,1.7523830784174865e-11,175.23830784174865,1.7676297913514602e-11,176.76297913514603,6.652115476982042e-05,-86.27894404142096
A.D. 2002-Jun-08 12:50:00.0000,1.0150378242612295,7.378122296676117,8.373412154302727,0.18701714460973876,40.214699752782664,0.9976604494029974,7.37575170489973,0.9828800716161687,0.9996786998532872,-0.017441228530544084,6.643592728359855e-05,66.43592728359855,7.62010025669626e-05,76.2010025669626,1.7524763237232593e-11,175.24763237232594,1.767722226374222e-11,176.7722226374222,6.652219700229196e-05,-86.26971869340994
A.D. 2002-Jun-08 12:51:00.0000,1.0150379115876553,7.378124640714124,8.373416685293126,0.18700728889265128,40.21258045669166,0.9976623857103409,7.375754299582785,0.9828818946770799,0.9996787339267408,-0.017439371396179126,6.643697879736747e-05,66.43697879736747,7.620206322803003e-05,76.20206322803003,1.7525695777252368e-11,175.2569577725237,1.7678146700818948e-11,176.78146700818948,6.652323929121197e-05,-86.26049384449786
A.D. 2002-Jun-08 12:52:00.0000,1.015037998911443,7.3781269847504,8.373421216168214,0.18699743315885414,40.21046115700755,0.9976643219170196,7.375756894251195,0.9828837176410582,0.9996787679984224,-0.017437514360519213,6.643803036709182e-05,66.43803036709183,7.62031239445667e-05,76.2031239445667,1.752662841789966e-11,175.2662841789966,1.767907123863613e-11,176.7907123863613,6.65242816365864e-05,-86.25126949457626
A.D. 2002-Jun-08 12:53:00.0000,1.0150380862325916,7.378129328784943,8.373425746927989,0.18698757740834848,40.208341853730566,0.997666258023032,7.375759488904957,0.9828855405081037,0.9996788020683318,-0.017435657423564344,6.643908199277762e-05,66.43908199277762,7.620418471657867e-05,76.20418471657867,1.7527561165837794e-11,175.27561165837793,1.7679995883857087e-11,176.79995883857086,6.652532403842115e-05,-86.24204564353674
A.D. 2002-Jun-08 12:54:00.0000,1.0150381735511018,7.378131672817752,8.37343027757245,0.18697772164113538,40.20622254686095,0.9976681940283787,7.37576208354407,0.982887363278216,0.999678836136469,-0.01743380058531474,6.644013367443172e-05,66.44013367443172,7.620524554407277e-05,76.20524554407277,1.7528494027843028e-11,175.28494027843027,1.7680920642919273e-11,176.80920642919273,6.652636649672218e-05,-86.23282229045773
A.D. 2002-Jun-08 12:55:00.0000,1.0150382608669732,7.3781340168488265,8.373434808101596,0.18696786585721595,40.20410323639893,0.9976701299330595,7.375764678168536,0.9828891859513954,0.9996788702028345,-0.017431943845770403,6.644118541206096e-05,66.44118541206096,7.620630642705582e-05,76.20630642705582,1.7529426969921114e-11,175.29426969921113,1.7681845482167246e-11,176.81845482167245,6.65274090114954e-05,-86.22359943444475
A.D. 2002-Jun-08 12:56:00.0000,1.0150383481802057,7.378136360878168,8.373439338515427,0.18695801005659118,40.20198392234473,0.9976720657370738,7.3757672727783525,0.9828910085276417,0.9996789042674276,-0.01743008720493089,6.644223720566811e-05,66.4422372056681,7.620736736553063e-05,76.20736736553063,1.753035999229792e-11,175.30359992297917,1.768277040171394e-11,176.8277040171394,6.652845158274678e-05,-86.21437707866912
A.D. 2002-Jun-08 12:57:00.0000,1.015038435490799,7.378138704905775,8.373443868813942,0.1869481542392624,40.19986460469862,0.9976740014404215,7.375769867373521,0.9828928310069546,0.9996789383302486,-0.017428230662797084,6.644328905526003e-05,66.44328905526004,7.620842835950402e-05,76.20842835950403,1.7531293128854767e-11,175.31293128854767,1.768369543532774e-11,176.8369543532774,6.65294942104822e-05,-86.20515522216857
A.D. 2002-Jun-08 12:58:00.0000,1.0150385227987535,7.378141048931649,8.373448398997143,0.1869382984052304,40.19774528346079,0.9976759370431025,7.375772461954041,0.9828946533893341,0.9996789723912974,-0.017426374219368324,6.644434096084357e-05,66.44434096084358,7.620948940898286e-05,76.20948940898286,1.7532226372815393e-11,175.32226372815393,1.7684620576458258e-11,176.84620576458258,6.653053689470764e-05,-86.19593386406221
A.D. 2002-Jun-08 12:59:00.0000,1.015038610104069,7.37814339295579,8.37345292906503,0.18692844255449642,40.195625958631496,0.9976778725451169,7.375775056519913,0.9828964756747803,0.9996790064505743,-0.017424517874645273,6.644539292242477e-05,66.44539292242477,7.62105505139732e-05,76.2105505139732,1.7533159710514333e-11,175.33159710514332,1.7685545811214146e-11,176.85545811214146,6.653157963542901e-05,-86.18671300424161
A.D. 2002-Jun-08 13:00:00.0000,1.0150386974067458,7.378145736978198,8.373457459017601,0.18691858668706154,40.19350663021097,0.9976798079464647,7.375777651071138,0.9828982978632932,0.9996790405080789,-0.017422661628627933,6.644644494000884e-05,66.44644494000883,7.621161167448021e-05,76.21161167448021,1.7534093162393313e-11,175.34093162393313,1.7686471160150077e-11,176.86471160150077,6.653262243265229e-05,-86.17749264345218
A.D. 2002-Jun-08 13:01:00.0000,1.015038784706783,7.378148080998871,8.373461988854858,0.18690873080292675,40.19138729819942,0.9976817432471449,7.375780245607712,0.9829001199548724,0.9996790745638113,-0.017420805481316304,6.644749701360426e-05,66.44749701360426,7.621267289051242e-05,76.21267289051241,1.7535026694571017e-11,175.35026694571016,1.7687396589497668e-11,176.8739658949767,6.653366528638339e-05,-86.16827277913247
A.D. 2002-Jun-08 13:02:00.0000,1.015038872004181,7.37815042501781,8.373466518576794,0.1868988749020933,40.189267962597135,0.9976836784471578,7.375782840129638,0.9829019419495181,0.9996791086177718,-0.017418949432710384,6.644854914321218e-05,66.44854914321219,7.621373416207095e-05,76.21373416207095,1.753596032059997e-11,175.3596032059997,1.7688322112583575e-11,176.88322112583575,6.653470819662822e-05,-86.15905341603943
A.D. 2002-Jun-08 13:03:00.0000,1.01503895929894,7.378152769035017,8.37347104818342,0.18688901898456226,40.187148623404326,0.9976856135465034,7.375785434636916,0.9829037638472301,0.9996791426699598,-0.017417093482810175,6.644960132884273e-05,66.44960132884273,7.621479548916593e-05,76.21479548916592,1.75368940540327e-11,175.368940540327,1.7689247743186196e-11,176.89247743186195,6.653575116339278e-05,-86.14983455005307
A.D. 2002-Jun-08 13:04:00.0000,1.0150390465910595,7.378155113050491,8.373475577674727,0.18687916305033472,40.18502928062123,0.9976875485451813,7.375788029129546,0.9829055856480082,0.9996791767203758,-0.0174152376316159,6.645065357049867e-05,66.45065357049867,7.621585687180013e-05,76.21585687180013,1.7537827895095085e-11,175.37827895095086,1.769017348130553e-11,176.9017348130553,6.653679418668297e-05,-86.14061618430406
A.D. 2002-Jun-08 13:05:00.0000,1.0150391338805393,7.378157457064228,8.373480107050716,0.18686930709941169,40.182909934248066,0.997689483443191,7.375790623607523,0.9829074073518527,0.9996792107690194,-0.017413381879127998,6.645170586819014e-05,66.45170586819015,7.621691830998368e-05,76.21691830998368,1.753876183000872e-11,175.3876183000872,1.769109931316318e-11,176.9109931316318,6.653783726650475e-05,-86.13139831460464
A.D. 2002-Jun-08 13:06:00.0000,1.01503922116738,7.378159801076235,8.373484636311389,0.18685945113179425,40.18079058428507,0.9976914182405329,7.375793218070855,0.9829092289587631,0.9996792448158911,-0.017411526225345586,6.645275822191827e-05,66.45275822191827,7.621797980371771e-05,76.21797980371771,1.7539695851884407e-11,175.39695851884406,1.7692025232208754e-11,176.92025232208755,6.653888040286406e-05,-86.12218094579308
A.D. 2002-Jun-08 13:07:00.0000,1.0150393084515812,7.378162145086507,8.373489165456744,0.18684959514748364,40.178671230732505,0.9976933529372067,7.375795812519538,0.9829110504687397,0.9996792788609905,-0.017409670670269772,6.645381063169237e-05,66.45381063169236,7.621904135301155e-05,76.21904135301155,1.7540630001831472e-11,175.4063000183147,1.769295127921277e-11,176.9295127921277,6.653992359576684e-05,-86.11296407446767
A.D. 2002-Jun-08 13:08:00.0000,1.0150393957331427,7.378164489095046,8.373493694486784,0.1868397391464807,40.17655187359055,0.997695287533212,7.375798406953572,0.9829128718817821,0.9996793129043177,-0.017407815213900335,6.645486309751849e-05,66.45486309751848,7.622010295787122e-05,76.22010295787122,1.7541564225413935e-11,175.41564225413936,1.7693877399852185e-11,176.93877399852184,6.654096684521905e-05,-86.10374770056067
A.D. 2002-Jun-08 13:09:00.0000,1.0150394830120646,7.37816683310185,8.373498223401503,0.18682988312878676,40.1744325128595,0.9976972220285487,7.375801001372953,0.9829146931978904,0.9996793469458725,-0.017405959856237274,6.645591561939942e-05,66.45591561939942,7.622116461829953e-05,76.22116461829953,1.7542498529295124e-11,175.42498529295125,1.7694803600790322e-11,176.94803600790323,6.654201015122662e-05,-86.09453182720272
A.D. 2002-Jun-08 13:10:00.0000,1.0150395702883466,7.378169177106923,8.373502752200906,0.18682002709440293,40.17231314853958,0.9976991564232165,7.37580359577769,0.9829165144170644,0.9996793809856552,-0.017404104597280368,6.6456968197342e-05,66.45696819734201,7.622222633430331e-05,76.22222633430331,1.754343296779808e-11,175.4343296779808,1.7695729936237294e-11,176.95729936237294,6.654305351379549e-05,-86.08531645348577
A.D. 2002-Jun-08 13:11:00.0000,1.0150396575619887,7.378171521110259,8.373507280884988,0.18681017104333003,40.170193780630974,0.9977010907172152,7.375806190167773,0.9829183355393042,0.9996794150236656,-0.01740224943703028,6.645802083135555e-05,66.45802083135555,7.622328810589188e-05,76.22328810589188,1.75443675004911e-11,175.443675004911,1.7696656365987267e-11,176.96656365987266,6.654409693293163e-05,-86.07610157607593
A.D. 2002-Jun-08 13:12:00.0000,1.0150397448329918,7.378173865111863,8.373511809453754,0.18680031497556945,40.16807440913398,0.9977030249105457,7.375808784543208,0.9829201565646097,0.9996794490599038,-0.01740039437548635,6.645907352144206e-05,66.45907352144206,7.622434993306723e-05,76.22434993306723,1.7545302120372046e-11,175.45302120372045,1.769758288292516e-11,176.9758288292516,6.654514040864099e-05,-86.06688719893052
A.D. 2002-Jun-08 13:13:00.0000,1.015039832101354,7.378176209111734,8.3735163379072,0.18679045889112217,40.165955034048814,0.997704959003206,7.375811378903994,0.9829219774929806,0.9996794830943696,-0.017398539412649683,6.646012626761e-05,66.46012626761,7.622541181583783e-05,76.22541181583783,1.7546236861322233e-11,175.46236861322234,1.7698509520819364e-11,176.98509520819363,6.65461839409295e-05,-86.05767331950167
A.D. 2002-Jun-08 13:14:00.0000,1.015039919367077,7.37817855310987,8.373520866245327,0.18678060278998918,40.16383565537568,0.9977068929951974,7.375813973250129,0.9829237983244172,0.9996795171270633,-0.017396684548519392,6.646117906986542e-05,66.46117906986542,7.622647375420973e-05,76.22647375420974,1.754717168290996e-11,175.4717168290996,1.769943623946404e-11,176.9943623946404,6.654722752980313e-05,-86.04845993770806
A.D. 2002-Jun-08 13:15:00.0000,1.0150400066301597,7.378180897106274,8.373525394468137,0.1867707466721716,40.16171627311482,0.9977088268865191,7.375816567581617,0.9829256190589191,0.9996795511579847,-0.017394829783096144,6.646223192821195e-05,66.46223192821195,7.622753574818656e-05,76.22753574818657,1.7548106605238133e-11,175.48106605238132,1.7700363058849167e-11,177.00363058849166,6.654827117526783e-05,-86.03924705588074
A.D. 2002-Jun-08 13:16:00.0000,1.0150400938906023,7.3781832411009445,8.373529922575626,0.18676089053767064,40.159596887266495,0.9977107606771709,7.3758191618984545,0.9829274396964863,0.9996795851871338,-0.017392975116379716,6.646328484265805e-05,66.46328484265806,7.622859779777679e-05,76.22859779777679,1.7549041628419702e-11,175.490416284197,1.7701289978974745e-11,177.01289978974745,6.654931487732955e-05,-86.03003467149892
A.D. 2002-Jun-08 13:17:00.0000,1.0150401811484049,7.37818558509388,8.373534450567794,0.1867510343864874,40.15747749783095,0.9977126943671528,7.375821756200641,0.9829292602371189,0.9996796192145105,-0.01739112054837033,6.646433781320736e-05,66.46433781320737,7.622965990298404e-05,76.22965990298404,1.7549976732238802e-11,175.499767322388,1.7702216979737863e-11,177.02216979737864,6.655035863599423e-05,-86.02082278686655
A.D. 2002-Jun-08 13:18:00.0000,1.015040268403567,7.378187929085084,8.373538978444643,0.18674117821862288,40.15535810480839,0.9977146279564644,7.375824350488179,0.9829310806808166,0.999679653240115,-0.01738926607906821,6.646539083986592e-05,66.46539083986592,7.623072206381436e-05,76.23072206381435,1.755091196401635e-11,175.5091196401635,1.770314410857236e-11,177.0314410857236,6.655140245126783e-05,-86.01161140191584
A.D. 2002-Jun-08 13:19:00.0000,1.0150403556560892,7.378190273074551,8.37354350620617,0.18673132203407808,40.15323870819904,0.9977165614451058,7.375826944761064,0.9829329010275795,0.9996796872639471,-0.017387411708473577,6.646644392264304e-05,66.46644392264304,7.623178428027707e-05,76.23178428027707,1.7551847296760225e-11,175.51847296760224,1.7704071338260246e-11,177.04071338260246,6.655244632315633e-05,-86.00240051328579
