date,Sun-Earth (AU),Sun-Cassini (AU),Earth-Cassini (AU),Impact parameter (AU),Impact parameter (Rsun),LE (AU),LC (AU),LE/rE,LC/rC,LE/rE + LC/rC,Shapiro (s),Shapiro (us),Shapiro JG (s),Shapiro JG (us),y,y x1e13,yJG,yJG x1e13,Shapiro approx (s),Difference (ns)
A.D. 2002-Jun-21 10:00:00.0000,1.0162023525451935,7.421306858535309,8.437473643834888,0.007973708045197179,1.7146036296463378,1.0161710689142827,7.421302574920606,0.9999692151559849,0.9999994227950973,-3.1362048917404906e-05,0.00012875152197783048,128.7515219778305,0.00013860234940096106,138.60234940096106,9.697177816596001e-11,969.7177816596001,9.697329811305137e-11,969.7329811305137,0.00012875167645212283,-0.15447429235282764
A.D. 2002-Jun-21 10:01:00.0000,1.0162023941413412,7.421309170561544,8.437476018398257,0.007971360678011283,1.7140988702202042,1.0161711289283586,7.421304889469899,0.9999692332815168,0.9999994231352518,-3.134358323153563e-05,0.0001287573264243121,128.7573264243121,0.00013860815393839526,138.60815393839525,9.650935347536159e-11,965.0935347536159,9.651086528054638e-11,965.1086528054639,0.000128757480807893,-0.15438358089755327
A.D. 2002-Jun-21 10:02:00.0000,1.0162024357357684,7.421311482586065,8.437478392845712,0.007969025234251555,1.7135966747141027,1.016171188841784,7.421307204003927,0.9999692513096942,0.9999994234735804,-3.132521672544186e-05,0.00012876310310024752,128.76310310024752,0.00013861393070479472,138.6139307047947,9.604608721167736e-11,960.4608721167735,9.604759087495559e-11,960.4759087495559,0.00012876325739358846,-0.15429334093469865
A.D. 2002-Jun-21 10:03:00.0000,1.0162024773284741,7.421313794608868,8.437480767177249,0.007966701724405613,1.7130970453832082,1.0161712486545575,7.421309518522692,0.9999692692405172,0.9999994238100834,-3.1306949399567685e-05,0.0001287688519547775,128.7688519547775,0.00013861967964930025,138.61967964930025,9.558198230541543e-11,955.8198230541543,9.558347782701298e-11,955.8347782701298,0.00012876900615835455,-0.154203577045018
A.D. 2002-Jun-21 10:04:00.0000,1.0162025189194608,7.42131610662995,8.437483141392871,0.007964390158919976,1.7125999844738578,1.0161713083666817,7.421311833026188,0.9999692870739857,0.9999994241447607,-3.128878125346901e-05,0.00012877457293812417,128.77457293812418,0.00013862540072213396,138.62540072213397,9.511702281270524e-11,951.1702281270524,9.511851019239622e-11,951.1851019239622,0.00012877472705151118,-0.15411338700967342
A.D. 2002-Jun-21 10:05:00.0000,1.0162025605087257,7.421318418649317,8.437485515492575,0.007962090548200136,1.7121054942235676,1.0161713679781539,7.421314147514422,0.9999693048100998,0.9999994244776124,-3.1270712287811975e-05,0.00012878026599751503,128.78026599751502,0.00013863109387052334,138.63109387052333,9.465122301632929e-11,946.5122301632929,9.46527022541137e-11,946.527022541137,0.00012878042002255336,-0.1540250383290885
A.D. 2002-Jun-21 10:06:00.0000,1.0162026020962724,7.421320730666966,8.437487889476367,0.007959802902608644,1.7116135768606189,1.0161714274889777,7.421316461987389,0.9999693224488597,0.9999994248086382,-3.1252742502152486e-05,0.00012878593108488613,128.78593108488613,0.00013863675904640446,138.63675904640445,9.4184593435985e-11,941.84593435985,9.418606453208874e-11,941.8606453208874,0.00012878608502115687,-0.1539362707398892
A.D. 2002-Jun-21 10:07:00.0000,1.0162026436820988,7.421323042682895,8.43749026334424,0.007957527232467204,1.7111242346045101,1.0161714868991507,7.42131877644509,0.9999693399902649,0.9999994251378386,-3.1234871896490546e-05,0.00012879156814872735,128.79156814872735,0.0001386423961982672,138.6423961982672,9.371712575380888e-11,937.1712575380888,9.371858870800604e-11,937.1858870800604,0.00012879172199717394,-0.1538484465963153
A.D. 2002-Jun-21 10:08:00.0000,1.0162026852662045,7.421325354697109,8.437492637096202,0.007955263548054547,1.7106374696654985,1.0161715462086733,7.4213210908875284,0.9999693574343164,0.9999994254652131,-3.121710047060411e-05,0.0001287971771399766,128.79717713997658,0.00013864800527704942,138.6480052770494,9.32488305450637e-11,932.488305450637,9.32502853573543e-11,932.5028535735429,0.00012879733090063919,-0.1537606625953269
A.D. 2002-Jun-21 10:09:00.0000,1.0162027268485907,7.421327666709602,8.437495010732244,0.007953011859606951,1.7101532842447136,1.0161716054175458,7.421323405314698,0.999969374781013,0.9999994257907621,-3.119942822515931e-05,0.00012880275800839275,128.80275800839274,0.00013865358623251007,138.65358623251007,9.277969571660363e-11,927.7969571660362,9.278114238721353e-11,927.8114238721354,0.00012880291168176932,-0.15367337656839625
A.D. 2002-Jun-21 10:10:00.0000,1.0162027684292574,7.421329978720378,8.43749738425237,0.00795077217731849,1.7096716805342085,1.0161716645257686,7.421325719726603,0.9999693920303554,0.9999994261144853,-3.118185515926797e-05,0.00012880831070346258,128.80831070346258,0.00013865913901413588,138.6591390141359,9.230974326689072e-11,923.0974326689072,9.231118179559407e-11,923.1118179559406,0.00012880846429096335,-0.1535875007632314
A.D. 2002-Jun-21 10:11:00.0000,1.0162028100082043,7.4213322907294375,8.437499757656585,0.007948544511339783,1.7091926607166932,1.0161717235333416,7.4213280341232455,0.9999694091823438,0.999999426436383,-3.1164381273374175e-05,0.00012881383517758478,128.8138351775848,0.00013866466357432555,138.66466357432554,9.183897628996696e-11,918.3897628996696,9.184040667676374e-11,918.4040667676375,0.00012881398867880636,-0.15350122158064827
A.D. 2002-Jun-21 10:12:00.0000,1.0162028515854307,7.421334602736778,8.437502130944884,0.007946328871778952,1.7087162269657388,1.0161717824402636,7.42133034850462,0.9999694262369776,0.9999994267564548,-3.1147006567699975e-05,0.00012881933138061738,128.81933138061737,0.0001386701598629371,138.67015986293708,9.136738275051058e-11,913.6738275051058,9.136880499562668e-11,913.6880499562668,0.00012881948479606816,-0.1534154507804638
A.D. 2002-Jun-21 10:13:00.0000,1.0162028931609386,7.421336914742401,8.43750450411727,0.00794412526870003,1.7082423814454362,1.016171841246537,7.42133266287073,0.9999694431942572,0.999999427074701,-3.1129731041579234e-05,0.00012882479926351484,128.82479926351485,0.00013867562783092502,138.675627830925,9.089497335705093e-11,908.9497335705092,9.089638746026045e-11,908.9638746026045,0.00012882495259370797,-0.1533301931331676
A.D. 2002-Jun-21 10:14:00.0000,1.0162029347347266,7.421339226746306,8.437506877173737,0.007941933712124342,1.7077711263106918,1.01617189995216,7.421334977221576,0.9999694600541824,0.9999994273911218,-3.1112554695678085e-05,0.00012883023877742022,128.83023877742022,0.00013868106742943233,138.68106742943232,9.042174746900521e-11,904.2174746900521,9.042315343030817e-11,904.2315343030817,0.00012883039202287182,-0.1532454515932105
A.D. 2002-Jun-21 10:15:00.0000,1.0162029763067957,7.421341538748494,8.437509250114292,0.007939754212028954,1.7073024637068963,1.0161719585571345,7.4213372915571565,0.9999694768167537,0.9999994277057167,-3.109547752955244e-05,0.00012883564987321112,128.8356498732111,0.00013868647860933666,138.68647860933666,8.994771206344028e-11,899.4771206344028,8.994910988306255e-11,899.4910988306254,0.00012883580303489717,-0.1531616860520491
A.D. 2002-Jun-21 10:16:00.0000,1.0162030178771453,7.421343850748963,8.43751162293893,0.007937586778347086,1.7068363957700114,1.016172017061459,7.421339605877471,0.9999694934819707,0.999999428018486,-3.107849954364639e-05,0.00012884103250286784,128.84103250286785,0.0001386918613226183,138.6918613226183,8.947287794601192e-11,894.7287794601192,8.947426762372762e-11,894.7426762372762,0.0001288411855813129,-0.15307844507500384
A.D. 2002-Jun-21 10:17:00.0000,1.0162030594457752,7.421346162747713,8.437513995647652,0.007935431420967826,1.7063729246265085,1.0161720754651333,7.4213419201825195,0.9999695100498333,0.9999994283294297,-3.106162073707175e-05,0.00012884638661856464,128.84638661856465,0.0001386972155214515,138.6972155214515,8.899724455406437e-11,889.9724455406437,8.899862608987352e-11,889.9862608987352,0.00012884653961384068,-0.1529952760347727
A.D. 2002-Jun-21 10:18:00.0000,1.016203101012686,7.421348474744747,8.437516368240463,0.007933288149735871,1.7059120523933147,1.0161721337681586,7.421344234472304,0.9999695265203418,0.9999994286385477,-3.104484111049466e-05,0.00012885171217221433,128.85171217221432,0.00013870254115774908,138.70254115774907,8.852080372491055e-11,885.2080372491055,8.8522177119039e-11,885.22177119039,0.00012885186508439637,-0.15291218204843693
A.D. 2002-Jun-21 10:19:00.0000,1.0162031425778781,7.421350786740063,8.43751874071736,0.007931156974451327,1.7054537811777672,1.016172191970535,7.421346548746824,0.9999695428934962,0.99999942894584,-3.1028160663915116e-05,0.00012885700911501163,128.85700911501164,0.0001387078381827058,138.70783818270579,8.804356252664509e-11,880.4356252664509,8.804492777886698e-11,880.4492777886697,0.00012885716194509163,-0.15283007999866877
A.D. 2002-Jun-21 10:20:00.0000,1.0162031841413515,7.42135309873366,8.43752111307834,0.007929037904869679,1.7049981130776095,1.0161722500722625,7.421348863006077,0.9999695591692964,0.9999994292513068,-3.101157939688903e-05,0.00012886227739971752,128.86227739971753,0.00013871310654908254,138.71310654908254,8.756553186114673e-11,875.6553186114672,8.756688897146206e-11,875.6688897146206,0.00012886243014823448,-0.15274851696001068
A.D. 2002-Jun-21 10:21:00.0000,1.0162032257031044,7.421355410725541,8.437523485323407,0.00792693095070124,1.7045450501808712,1.0161723080733391,7.4213511772500675,0.9999695753477422,0.999999429554948,-3.099509730963845e-05,0.00012886751697883497,128.86751697883497,0.00013871834620938237,138.71834620938236,8.708671124120211e-11,870.867112412021,8.708806020983675e-11,870.8806020983675,0.00012886766964633172,-0.1526674967542753
A.D. 2002-Jun-21 10:22:00.0000,1.0162032672631396,7.421357722715703,8.437525857452558,0.007924836121610806,1.7040945945657937,1.016172365973768,7.421353491478792,0.9999695914288341,0.9999994298567635,-3.097871440238542e-05,0.00012887272780506647,128.87272780506646,0.00013872355711630772,138.72355711630772,8.660711163532321e-11,866.0711163532321,8.660845246205129e-11,866.0845246205129,0.00012887288039209054,-0.152587024070637
A.D. 2002-Jun-21 10:23:00.0000,1.016203308821456,7.421360034704146,8.437528229465798,0.007922753427218264,1.7036467483009625,1.0161724237735479,7.421355805692249,0.9999696074125719,0.9999994301567533,-3.096243067490789e-05,0.0001288779098322312,128.8779098322312,0.0001387287392236778,138.72873922367782,8.61267211461982e-11,861.2672114619819,8.612805383124558e-11,861.2805383124559,0.00012887806233841773,-0.15250618652586262
A.D. 2002-Jun-21 10:24:00.0000,1.0162033503780532,7.4213623466908745,8.437530601363123,0.00792068287709783,1.7032015134451417,1.0161724814726785,7.421358119890445,0.9999696232989557,0.9999994304549176,-3.094624612698382e-05,0.000128883063011604,128.883063011604,0.00013873389248276747,138.7338924827675,8.564555079112814e-11,856.4555079112814,8.564687533426895e-11,856.4687533426895,0.00012888321543842255,-0.1524268185358179
A.D. 2002-Jun-21 10:25:00.0000,1.0162033919329323,7.4213646586758815,8.437532973144533,0.00791862448077729,1.7027588920471117,1.0161725390711605,7.421360434073372,0.999969639087985,0.9999994307512562,-3.093016075883526e-05,0.00012888818729832614,128.88818729832613,0.00013873901684871792,138.73901684871794,8.516360778005748e-11,851.6360778005748,8.516492418129173e-11,851.6492418129174,0.00012888833964541934,-0.1523470931927371
A.D. 2002-Jun-21 10:26:00.0000,1.0162034334860923,7.421366970659172,8.43753534481003,0.007916578247739335,1.7023188861459557,1.0161725965689934,7.421362748241036,0.9999696547796605,0.9999994310457693,-3.091417457024015e-05,0.00012889328264453762,128.8932826445376,0.00013874411227366923,138.74411227366923,8.468088409101953e-11,846.8088409101954,8.46821923505731e-11,846.821923505731,0.000128893434912925,-0.1522683873791692
A.D. 2002-Jun-21 10:27:00.0000,1.0162034750375344,7.421369282640743,8.43753771635961,0.00791454418741963,1.7018814977706458,1.0161726539661782,7.421365062393433,0.9999696703739819,0.9999994313384567,-3.0898287561420545e-05,0.00012889834900441707,128.89834900441707,0.0001387491787118,138.7491787118,8.419739462479202e-11,841.9739462479201,8.419869474266491e-11,841.9869474266491,0.0001288985011946646,-0.15219024754624041
A.D. 2002-Jun-21 10:28:00.0000,1.016203516587258,7.421371594620599,8.43754008779328,0.007912522309207543,1.7014467289401976,1.0161727112627144,7.421367376530568,0.9999696858709493,0.9999994316293185,-3.08824997321544e-05,0.0001289033863318926,128.9033863318926,0.00013875421611703835,138.75421611703834,8.371314668912347e-11,837.1314668912346,8.371443866508978e-11,837.1443866508978,0.00012890353844457051,-0.15211267792233918
A.D. 2002-Jun-21 10:29:00.0000,1.0162035581352624,7.421373906598736,8.437542459111038,0.007910512622446192,1.7010145816636815,1.016172768458601,7.421369690652436,0.9999697012705625,0.9999994319183546,-3.086681108266376e-05,0.00012890839458201976,128.90839458201975,0.0001387592244444398,138.7592244444398,8.32281208130981e-11,832.281208130981,8.322940464715786e-11,832.2940464715786,0.0001289085466167829,-0.15203476314267633
A.D. 2002-Jun-21 10:30:00.0000,1.0162035996815488,7.421376218575155,8.437544830312877,0.007908515136431317,1.7005850579399813,1.0161728255538398,7.421372004759039,0.999969716572822,0.9999994322055652,-3.085122161294862e-05,0.00012891337370639016,128.91337370639016,0.000138764203645596,138.764203645596,8.274234348129038e-11,827.4234348129038,8.274361917366943e-11,827.4361917366944,0.0001289135256656534,-0.1519592632336173
A.D. 2002-Jun-21 10:31:00.0000,1.016203641226118,7.421378530549855,8.437547201398807,0.007906529860411914,1.700158159757928,1.0161728825484309,7.421374318850377,0.9999697317777272,0.9999994324909502,-3.0835731322564897e-05,0.00012891832366323752,128.91832366323752,0.00013876915367874064,138.76915367874065,8.225582588469958e-11,822.5582588469958,8.225709343517207e-11,822.5709343517208,0.00012891847554574447,-0.15188250695108083
A.D. 2002-Jun-21 10:32:00.0000,1.0162036827689673,7.421380842522839,8.437549572368823,0.007904556803589523,1.6997338890961486,1.0161729394423722,7.421376632926451,0.9999697468852786,0.9999994327745096,-3.0820340211956676e-05,0.00012892324440549633,128.92324440549632,0.00013877407449680823,138.77407449680823,8.176854095554085e-11,817.6854095554085,8.176980036410679e-11,817.6980036410679,0.0001289233962118318,-0.15180633546009112
A.D. 2002-Jun-21 10:33:00.0000,1.0162037243100996,7.421383154494103,8.437551943222925,0.007902595975118427,1.6993122479231089,1.016172996235666,7.421378946987257,0.9999697618954758,0.9999994330562433,-3.080504828112396e-05,0.00012892813588815218,128.92813588815218,0.00013877896605478434,138.77896605478435,8.12805075819713e-11,812.805075819713,8.128175884885654e-11,812.8175884885654,0.00012892828761890463,-0.15173075244693557
A.D. 2002-Jun-21 10:34:00.0000,1.0162037658495138,7.421385466463651,8.437554313961115,0.007900647384105178,1.6988932381970097,1.0161730529283117,7.421381261032801,0.9999697768083192,0.9999994333361515,-3.078985552940061e-05,0.00012893299806640616,128.93299806640616,0.0001387838283078701,138.7838283078701,8.079172552659581e-11,807.9172552659581,8.079296865180036e-11,807.9296865180037,0.0001289331497221679,-0.15165576173342687
A.D. 2002-Jun-21 10:35:00.0000,1.0162038073872102,7.421387778431481,8.437556684583392,0.007898711039608113,1.698476861865685,1.0161731095203095,7.42138357506308,0.9999697916238086,0.9999994336142342,-3.077476195700868e-05,0.00012893783089521537,128.93783089521537,0.00013878866121102255,138.78866121102254,8.030220608634928e-11,803.0220608634928,8.030344106964728e-11,803.0344106964727,0.00012893798247704403,-0.15158182865913744
A.D. 2002-Jun-21 10:36:00.0000,1.0162038489231884,7.421390090397592,8.437559055089752,0.007896786950638078,1.6980631208667563,1.0161731660116589,7.421385889078093,0.9999698063419441,0.9999994338904911,-3.075976756461429e-05,0.00012894263433113653,128.94263433113653,0.00013879346472079845,138.79346472079845,7.981194906539769e-11,798.1194906539769,7.981317590701499e-11,798.1317590701499,0.00012894278583917203,-0.15150803550113834
A.D. 2002-Jun-21 10:37:00.0000,1.0162038904574489,7.4213924023619855,8.437561425480201,0.007894875126157278,1.6976520171273863,1.0161732224023605,7.421388203077841,0.9999698209627258,0.9999994341649227,-3.074487235199541e-05,0.00012894740832910322,128.9474083291032,0.0001387982387921314,138.7982387921314,7.932096582505041e-11,793.2096582505042,7.932218452476116e-11,793.2218452476116,0.00012894755976441114,-0.15143530792413942
A.D. 2002-Jun-21 10:38:00.0000,1.0162039319899923,7.421394714324664,8.437563795754741,0.007892975575079625,1.697243552564352,1.016173278692415,7.421390517062326,0.9999698354861536,0.9999994344375284,-3.0730076318263855e-05,0.00012895215284703553,128.95215284703553,0.00013880298338294142,138.80298338294142,7.882925236347209e-11,788.2925236347209,7.883046292127625e-11,788.3046292127625,0.00012895230420884076,-0.15136180522390236
A.D. 2002-Jun-21 10:39:00.0000,1.016203973520818,7.42139702628562,8.437566165913363,0.007891088306270062,1.696837729083902,1.0161733348818212,7.421392831031543,0.9999698499122271,0.9999994347083088,-3.071537946408576e-05,0.00012895686783938684,128.95686783938683,0.00013880769844768195,138.80769844768196,7.833679701216267e-11,783.3679701216267,7.833799942828616e-11,783.3799942828616,0.00012895701912876286,-0.15128937601934128
A.D. 2002-Jun-21 10:40:00.0000,1.0162040150499259,7.421399338244861,8.437568535956077,0.00788921332854507,1.6964345485818628,1.0161733909705797,7.421395144985498,0.999969864240947,0.9999994349772635,-3.070078178946112e-05,0.000128961553262677,128.961553262677,0.00013881238394287281,138.81238394287283,7.784363426049681e-11,778.4363426049681,7.784482853493961e-11,778.4482853493961,0.00012896170448070156,-0.1512180245659498
A.D. 2002-Jun-21 10:41:00.0000,1.0162040565773152,7.421401650202385,8.437570905882877,0.007887350650672108,1.6960340129435199,1.0161734469586894,7.421397458924188,0.9999698784723131,0.9999994352443926,-3.068628329438994e-05,0.0001289662090754981,128.96620907549809,0.00013881703982710614,138.81703982710613,7.734974477218049e-11,773.4974477218049,7.735093090471671e-11,773.5093090471671,0.00012896636022140533,-0.15114590723214366
A.D. 2002-Jun-21 10:42:00.0000,1.016204098102989,7.421403962158189,8.437573275693763,0.007885500281368849,1.6956361240434534,1.0161735028461536,7.421399772847612,0.9999698926063254,0.9999994355096962,-3.067188397842813e-05,0.00012897083523204965,128.97083523204967,0.00013882166605458138,138.82166605458139,7.685514002868883e-11,768.5514002868882,7.68563180193185e-11,768.563180193185,0.00012897098630784964,-0.15107579998206028
A.D. 2002-Jun-21 10:43:00.0000,1.0162041396269441,7.421406274112274,8.437575645388739,0.00788366222930408,1.6952408837457318,1.016173558632969,7.421402086755769,0.9999699066429838,0.9999994357731742,-3.065758384224182e-05,0.00012897543169230154,128.97543169230153,0.00013882626258526846,138.82626258526847,7.635983536583569e-11,763.5983536583569,7.636100521501054e-11,763.6100521501054,0.00012897558269723544,-0.15100493389887637
A.D. 2002-Jun-21 10:44:00.0000,1.0162041811491824,7.421408586064643,8.4375780149678,0.007881836503096542,1.6948482939036602,1.0161736143191373,7.421404400648663,0.9999699205822884,0.9999994360348267,-3.064338288494284e-05,0.00012897999841229355,128.97999841229355,0.00013883082937520718,138.83082937520717,7.586381149363157e-11,758.6381149363157,7.586497320089985e-11,758.6497320089985,0.00012898014934699292,-0.1509346993634579
A.D. 2002-Jun-21 10:45:00.0000,1.0162042226697041,7.421410898015294,8.437580384430952,0.007880023111315481,1.6944583563599036,1.0161736699046588,7.4214067145262925,0.9999699344242391,0.9999994362946536,-3.062928110741936e-05,0.00012898453534968077,128.98453534968078,0.00013883536638205257,138.83536638205257,7.536708379509825e-11,753.6708379509826,7.536823736045998e-11,753.6823736045998,0.00012898468621478084,-0.1508651000620923
A.D. 2002-Jun-21 10:46:00.0000,1.0162042641885078,7.421413209964226,8.43758275377819,0.007878222062479925,1.6940710729463262,1.0161737253895324,7.421409028388656,0.9999699481688361,0.9999994365526549,-3.0615278509227295e-05,0.00012898904246234897,128.98904246234898,0.00013883987356369044,138.83987356369045,7.486965612525212e-11,748.6965612525212,7.487080154893316e-11,748.7080154893316,0.00012898919325848916,-0.15079614019606302
A.D. 2002-Jun-21 10:47:00.0000,1.0162043057055947,7.4214155219114435,8.437585123009516,0.00787643336505877,1.6936864454840126,1.016173780773759,7.421411342235757,0.9999699618160793,0.9999994368088306,-3.0601375089922556e-05,0.0001289935197084158,128.99351970841582,0.00013884435087823844,138.84435087823843,7.437153622168266e-11,743.7153622168266,7.437267350345714e-11,743.7267350345714,0.00012899367043623958,-0.150727823776918
A.D. 2002-Jun-21 10:48:00.0000,1.016204347220965,7.421417833856939,8.43758749212493,0.00787465702747049,1.693304475783206,1.016173836057339,7.42141365606759,0.999969975365969,0.9999994370631808,-3.058757085039332e-05,0.00012899796704669557,128.99796704669558,0.00013884879828451085,138.84879828451085,7.387272412233696e-11,738.7272412233696,7.387385326243075e-11,738.7385326243075,0.00012899811770638694,-0.15065969137398674
A.D. 2002-Jun-21 10:49:00.0000,1.0162043887346182,7.421420145800719,8.437589861124433,0.007872893058082938,1.6929251656432642,1.0161738912402714,7.421415969884161,0.9999699888185045,0.9999994373157056,-3.057386578975141e-05,0.00012900238443531049,129.0023844353105,0.00013885321574062993,138.85321574062993,7.337322374705762e-11,733.7322374705761,7.33743447454707e-11,733.743447454707,0.00012900253502752063,-0.15059221014288027
A.D. 2002-Jun-21 10:50:00.0000,1.0162044302465536,7.421422457742781,8.437592230008024,0.007871141465213187,1.6925485168526244,1.016173946322556,7.421418283685466,0.9999700021736865,0.9999994375664047,-3.056025990866296e-05,0.00012900677183354521,129.0067718335452,0.0001388576032058803,138.8576032058803,7.287303516225201e-11,728.7303516225201,7.287414801875854e-11,728.7414801875854,0.00012900692235846562,-0.15052492040898252
A.D. 2002-Jun-21 10:51:00.0000,1.016204471756774,7.421424769683126,8.437594598775704,0.007869402257127392,1.6921745311887761,1.0161740013041958,7.421420597471508,0.999970015431515,0.9999994378152784,-3.0546753206683874e-05,0.00012901112919952996,129.01112919952996,0.00013886196063839218,138.8619606383922,7.237216232412869e-11,723.7216232412869,7.237326703872866e-11,723.7326703872866,0.00012901127965828362,-0.15045875366458994
A.D. 2002-Jun-21 10:52:00.0000,1.0162045132652764,7.421427081621751,8.437596967427469,0.007867675442040433,1.691803210418183,1.0161740561851873,7.421422911242282,0.9999700285919896,0.9999994380623265,-3.053334568425825e-05,0.0001290154564930241,129.01545649302412,0.00013886628799792496,138.86628799792496,7.187062468101589e-11,718.7062468101589,7.187172125393517e-11,718.7172125393516,0.0001290156068862747,-0.15039325058745223
A.D. 2002-Jun-21 10:53:00.0000,1.016204554772063,7.4214293935586575,8.437599335963325,0.007865961028116118,1.691434556296326,1.016174110965533,7.421425224997792,0.9999700416551105,0.9999994383075491,-3.052003734049791e-05,0.00012901975367449168,129.01975367449168,0.00013887058524494265,138.87058524494265,7.136841463265637e-11,713.6841463265637,7.136950306389496e-11,713.6950306389496,0.00012901990400197754,-0.15032748586522524
A.D. 2002-Jun-21 10:54:00.0000,1.0162045962771333,7.42143170549385,8.43760170438327,0.007864259023466503,1.691068570567558,1.0161741656452319,7.42142753873804,0.9999700546208776,0.9999994385509461,-3.0506828176291023e-05,0.00012902402070278003,129.02402070278004,0.00013887485233829262,138.8748523382926,7.086552845594506e-11,708.6552845594506,7.086660874527707e-11,708.6660874527707,0.00012902417096517194,-0.15026239191177732
A.D. 2002-Jun-21 10:55:00.0000,1.0162046377804865,7.4214340174273215,8.437604072687304,0.007862569436151927,1.690705254965111,1.016174220224284,7.421429852463021,0.9999700674892914,0.9999994387925176,-3.049371819119351e-05,0.0001290282575379064,129.0282575379064,0.0001388790892379921,138.87908923799208,7.036198179930741e-11,703.6198179930741,7.036305394695874e-11,703.6305394695875,0.00012902840773587935,-0.15019797295549692
A.D. 2002-Jun-21 10:56:00.0000,1.0162046792821235,7.421436329359076,8.437606440875427,0.007860892274180869,1.6903446112110658,1.0161742747026896,7.421432166172737,0.9999700802603513,0.9999994390322635,-3.048070738498332e-05,0.00012903246414059595,129.03246414059595,0.00013888329590476626,138.88329590476627,6.98577787257911e-11,698.5777872579109,6.985884273176173e-11,698.5884273176173,0.00012903261427436402,-0.15013376807493545
A.D. 2002-Jun-21 10:57:00.0000,1.0162047207820448,7.421438641289113,8.437608808947639,0.00785922754550986,1.689986641016332,1.0161743290804495,7.421434479867189,0.9999700929340577,0.9999994392701841,-3.0467795758326588e-05,0.00012903664047135349,129.03664047135348,0.0001388874722991199,138.8874722991199,6.935291168460558e-11,693.5291168460558,6.935396754889554e-11,693.5396754889554,0.0001290367905411341,-0.15006978060401466
A.D. 2002-Jun-21 10:58:00.0000,1.0162047622802484,7.421440953217432,8.437611176903939,0.007857575258042806,1.6896313460805044,1.0161743833575614,7.421436793546377,0.9999701055104103,0.999999439506279,-3.0454983310335138e-05,0.0001290407864899981,129.0407864899981,0.00013889161838087212,138.89161838087213,6.884739640571742e-11,688.4739640571742,6.88484441281008e-11,688.484441281008,0.00012904093649694377,-0.15000694566710826
A.D. 2002-Jun-21 10:59:00.0000,1.016204803776737,7.421443265144033,8.437613544744329,0.007855935419631805,1.6892787280920352,1.0161744375340285,7.4214391072103,0.9999701179894095,0.9999994397405485,-3.044227004211919e-05,0.00012904490215892217,129.04490215892218,0.00013889573411241527,138.89573411241528,6.83412331226818e-11,683.412331226818,6.834227270315862e-11,683.4227270315862,0.0001290450521027922,-0.14994387003731957
A.D. 2002-Jun-21 11:00:00.0000,1.0162048452715091,7.421445577068916,8.437615912468805,0.00785430803807578,1.6889287887279445,1.016174491609849,7.421441420858957,0.9999701303710552,0.9999994399729925,-3.042965595234648e-05,0.00012904898743797282,129.0489874379728,0.0001388998194535965,138.8998194535965,6.783441433056094e-11,678.3441433056095,6.783544576935708e-11,678.3544576935708,0.0001290491373199276,-0.14988195477490598
A.D. 2002-Jun-21 11:01:00.0000,1.016204886764566,7.421447888992081,8.437618280077373,0.007852693121121088,1.6885815296539484,1.0161745455850242,7.4214437344923505,0.9999701426553472,0.9999994402036108,-3.0417141042127227e-05,0.00012905304228864184,129.05304228864185,0.0001389038743659076,138.9038743659076,6.73269713594095e-11,673.269713594095,6.732799465652495e-11,673.2799465652495,0.00012905319210984644,-0.14982120459614695
A.D. 2002-Jun-21 11:02:00.0000,1.0162049282559058,7.421450200913528,8.437620647570029,0.007851090676461043,1.6882369525243563,1.016174599459552,7.421446048110478,0.9999701548422857,0.9999994404324037,-3.0404725310573255e-05,0.00012905706667453595,129.05706667453595,0.0001389078988129553,138.9078988129553,6.681890451754748e-11,668.1890451754748,6.681991967298224e-11,668.1991967298223,0.0001290572164342952,-0.14975975925406
A.D. 2002-Jun-21 11:03:00.0000,1.0162049697455313,7.421452512833256,8.437623014946778,0.007849500711735945,1.687895058982078,1.0161746532334353,7.42144836171334,0.9999701669318704,0.9999994406593711,-3.0392408758572742e-05,0.00012906106055718395,129.06106055718394,0.00013891189275626835,138.91189275626834,6.63101791421279e-11,663.101791421279,6.63111861556561e-11,663.1118615565609,0.00012906121025527137,-0.14969808742213916
A.D. 2002-Jun-21 11:04:00.0000,1.016205011233439,7.421454824751271,8.437625382207612,0.007847923234532374,1.6875558506584734,1.016174706906671,7.421450675300942,0.9999701789241019,0.9999994408845131,-3.038019138479342e-05,0.000129065023896033,129.065023896033,0.00013891585615529397,138.91585615529397,6.580083442118656e-11,658.0083442118656,6.580183329303407e-11,658.0183329303406,0.00012906517353502555,-0.14963899254904697
A.D. 2002-Jun-21 11:05:00.0000,1.0162050527196327,7.421457136667563,8.437627749352538,0.007846358252384056,1.6872193291735345,1.0161747604792626,7.421452988873275,0.9999701908189799,0.9999994411078295,-3.0368073190789602e-05,0.0001290689566573145,129.0689566573145,0.00013891978897626352,138.9197889762635,6.529087847088021e-11,652.908784708802,6.529186920104702e-11,652.9186920104703,0.00012906910623606025,-0.14957874576535662
A.D. 2002-Jun-21 11:06:00.0000,1.0162050942041096,7.42145944858214,8.437630116381554,0.007844805772770387,1.6868854961355728,1.0161748139512072,7.4214553024303465,0.9999702026165042,0.9999994413293204,-3.035605417522902e-05,0.0001290728588014495,129.0728588014495,0.0001389236911795981,138.92369117959808,6.478029222393251e-11,647.8029222393251,6.478127481219277e-11,647.8127481219277,0.00012907300832113418,-0.1495196846651621
